sample ,population,chromosome,rawGenomicCount
NA19331,LWK,chr18,289
NA19331,LWK,chr19,57
NA19331,LWK,chr20,67
NA19331,LWK,chr21,83
NA19331,LWK,chr22,6
NA19332,LWK,chr1,70
NA19332,LWK,chr2,17
NA19332,LWK,chr3,11
NA19332,LWK,chr4,40
NA19332,LWK,chr5,244
NA19332,LWK,chr6,6
NA19332,LWK,chr7,17
NA19332,LWK,chr8,1
NA19332,LWK,chr9,13
NA19332,LWK,chr10,4
NA19332,LWK,chr11,10
NA19332,LWK,chr12,93
NA19332,LWK,chr13,1
NA19332,LWK,chr14,
NA19332,LWK,chr15,22
NA19332,LWK,chr16,6
NA19332,LWK,chr17,4
NA19332,LWK,chr18,14
NA19332,LWK,chr19,15
NA19332,LWK,chr20,7
NA19332,LWK,chr21,11
NA19332,LWK,chr22,2
NA19334,LWK,chr1,72
NA19334,LWK,chr2,17
NA19334,LWK,chr3,14
NA19334,LWK,chr4,45
NA19334,LWK,chr5,235
NA19334,LWK,chr6,4
NA19334,LWK,chr7,21
NA19334,LWK,chr8,5
NA19334,LWK,chr9,8
NA19334,LWK,chr10,13
NA19334,LWK,chr11,10
NA19334,LWK,chr12,95
NA19334,LWK,chr13,1
NA19334,LWK,chr14,
NA19334,LWK,chr15,14
NA19334,LWK,chr16,
NA19334,LWK,chr17,4
NA19334,LWK,chr18,22
NA19334,LWK,chr19,16
NA19334,LWK,chr20,7
NA19334,LWK,chr21,20
NA19334,LWK,chr22,1
NA19338,LWK,chr1,30
NA19338,LWK,chr2,14
NA19338,LWK,chr3,11
NA19338,LWK,chr4,17
NA19338,LWK,chr5,315
NA19338,LWK,chr6,2
NA19338,LWK,chr7,16
NA19338,LWK,chr8,3
NA19338,LWK,chr9,5
NA19338,LWK,chr10,4
NA19338,LWK,chr11,4
NA19338,LWK,chr12,99
NA19338,LWK,chr13,
NA19338,LWK,chr14,1
NA19338,LWK,chr15,9
NA19338,LWK,chr16,4
NA19338,LWK,chr17,1
NA19338,LWK,chr18,7
NA19338,LWK,chr19,11
NA19338,LWK,chr20,6
NA19338,LWK,chr21,11
NA19338,LWK,chr22,
NA19346,LWK,chr1,77
NA19346,LWK,chr2,25
NA19346,LWK,chr3,15
NA19346,LWK,chr4,49
NA19346,LWK,chr5,376
NA19346,LWK,chr6,6
NA19346,LWK,chr7,33
NA19346,LWK,chr8,2
NA19346,LWK,chr9,12
NA19346,LWK,chr10,15
NA19346,LWK,chr11,12
NA19346,LWK,chr12,130
NA19346,LWK,chr13,
NA19346,LWK,chr14,
NA19346,LWK,chr15,21
NA19346,LWK,chr16,15
NA19346,LWK,chr17,8
NA19346,LWK,chr18,30
NA19346,LWK,chr19,15
NA19346,LWK,chr20,13
NA19346,LWK,chr21,13
NA19346,LWK,chr22,1
NA19347,LWK,chr1,57
NA19347,LWK,chr2,16
NA19347,LWK,chr3,21
NA19347,LWK,chr4,40
NA19347,LWK,chr5,223
NA19347,LWK,chr6,4
NA19347,LWK,chr7,31
NA19347,LWK,chr8,1
NA19347,LWK,chr9,15
NA19347,LWK,chr10,11
NA19347,LWK,chr11,11
NA19347,LWK,chr12,96
NA19347,LWK,chr13,2
NA19347,LWK,chr14,2
NA19347,LWK,chr15,15
NA19347,LWK,chr16,12
NA19347,LWK,chr17,2
NA19347,LWK,chr18,16
NA19347,LWK,chr19,16
NA19347,LWK,chr20,6
NA19347,LWK,chr21,9
NA19347,LWK,chr22,1
NA19350,LWK,chr1,67
NA19350,LWK,chr2,16
NA19350,LWK,chr3,8
NA19350,LWK,chr4,34
NA19350,LWK,chr5,141
NA19350,LWK,chr6,5
NA19350,LWK,chr7,23
NA19350,LWK,chr8,3
NA19350,LWK,chr9,6
NA19350,LWK,chr10,8
NA19350,LWK,chr11,14
NA19350,LWK,chr12,59
NA19350,LWK,chr13,1
NA19350,LWK,chr14,1
NA19350,LWK,chr15,14
NA19350,LWK,chr16,4
NA19350,LWK,chr17,8
NA19350,LWK,chr18,23
NA19350,LWK,chr19,7
NA19350,LWK,chr20,9
NA19350,LWK,chr21,8
NA19350,LWK,chr22,2
NA19351,LWK,chr1,23
NA19351,LWK,chr2,3
NA19351,LWK,chr3,4
NA19351,LWK,chr4,15
NA19351,LWK,chr5,69
NA19351,LWK,chr6,
NA19351,LWK,chr7,7
NA19351,LWK,chr8,
NA19351,LWK,chr9,3
NA19351,LWK,chr10,1
NA19351,LWK,chr11,2
NA19351,LWK,chr12,21
NA19351,LWK,chr13,
NA19351,LWK,chr14,
NA19351,LWK,chr15,6
NA19351,LWK,chr16,1
NA19351,LWK,chr17,1
NA19351,LWK,chr18,11
NA19351,LWK,chr19,2
NA19351,LWK,chr20,2
NA19351,LWK,chr21,8
NA19351,LWK,chr22,
NA19355,LWK,chr1,29
NA19355,LWK,chr2,2
NA19355,LWK,chr3,1
NA19355,LWK,chr4,19
NA19355,LWK,chr5,100
NA19355,LWK,chr6,3
NA19355,LWK,chr7,13
NA19355,LWK,chr8,
NA19355,LWK,chr9,4
NA19355,LWK,chr10,2
NA19355,LWK,chr11,4
NA19355,LWK,chr12,27
NA19355,LWK,chr13,
NA19355,LWK,chr14,
NA19355,LWK,chr15,9
NA19355,LWK,chr16,1
NA19355,LWK,chr17,
NA19355,LWK,chr18,10
NA19355,LWK,chr19,8
NA19355,LWK,chr20,1
NA19355,LWK,chr21,7
NA19355,LWK,chr22,
NA19360,LWK,chr1,43
NA19360,LWK,chr2,10
NA19360,LWK,chr3,10
NA19360,LWK,chr4,26
NA19360,LWK,chr5,110
NA19360,LWK,chr6,3
NA19360,LWK,chr7,10
NA19360,LWK,chr8,2
NA19360,LWK,chr9,4
NA19360,LWK,chr10,7
NA19360,LWK,chr11,1
NA19360,LWK,chr12,31
NA19360,LWK,chr13,
NA19360,LWK,chr14,
NA19360,LWK,chr15,9
NA19360,LWK,chr16,4
NA19360,LWK,chr17,1
NA19360,LWK,chr18,16
NA19360,LWK,chr19,3
NA19360,LWK,chr20,4
NA19360,LWK,chr21,5
NA19360,LWK,chr22,1
NA19372,LWK,chr1,23
NA19372,LWK,chr2,1
NA19372,LWK,chr3,4
NA19372,LWK,chr4,10
NA19372,LWK,chr5,38
NA19372,LWK,chr6,
NA19372,LWK,chr7,8
NA19372,LWK,chr8,
NA19372,LWK,chr9,2
NA19372,LWK,chr10,1
NA19372,LWK,chr11,1
NA19372,LWK,chr12,12
NA19372,LWK,chr13,
NA19372,LWK,chr14,
NA19372,LWK,chr15,3
NA19372,LWK,chr16,2
NA19372,LWK,chr17,
NA19372,LWK,chr18,5
NA19372,LWK,chr19,1
NA19372,LWK,chr20,3
NA19372,LWK,chr21,3
NA19372,LWK,chr22,
NA19374,LWK,chr1,27
NA19374,LWK,chr2,7
NA19374,LWK,chr3,4
NA19374,LWK,chr4,12
NA19374,LWK,chr5,49
NA19374,LWK,chr6,
NA19374,LWK,chr7,7
NA19374,LWK,chr8,1
NA19374,LWK,chr9,4
NA19374,LWK,chr10,4
NA19374,LWK,chr11,
NA19374,LWK,chr12,15
NA19374,LWK,chr13,
NA19374,LWK,chr14,1
NA19374,LWK,chr15,5
NA19374,LWK,chr16,3
NA19374,LWK,chr17,
NA19374,LWK,chr18,4
NA19374,LWK,chr19,4
NA19374,LWK,chr20,3
NA19374,LWK,chr21,4
NA19374,LWK,chr22,
NA19375,LWK,chr1,20
NA19375,LWK,chr2,2
NA19375,LWK,chr3,1
NA19375,LWK,chr4,20
NA19375,LWK,chr5,50
NA19375,LWK,chr6,2
NA19375,LWK,chr7,3
NA19375,LWK,chr8,1
NA19375,LWK,chr9,2
NA19375,LWK,chr10,6
NA19375,LWK,chr11,3
NA19375,LWK,chr12,11
NA19375,LWK,chr13,
NA19375,LWK,chr14,
NA19375,LWK,chr15,11
NA19375,LWK,chr16,
NA19375,LWK,chr17,1
NA19375,LWK,chr18,6
NA19375,LWK,chr19,2
NA19375,LWK,chr20,3
NA19375,LWK,chr21,10
NA19375,LWK,chr22,
NA19376,LWK,chr1,35
NA19376,LWK,chr2,3
NA19376,LWK,chr3,2
NA19376,LWK,chr4,14
NA19376,LWK,chr5,53
NA19376,LWK,chr6,1
NA19376,LWK,chr7,5
NA19376,LWK,chr8,
NA19376,LWK,chr9,1
NA19376,LWK,chr10,3
NA19376,LWK,chr11,3
NA19376,LWK,chr12,15
NA19376,LWK,chr13,
NA19376,LWK,chr14,
NA19376,LWK,chr15,7
NA19376,LWK,chr16,4
NA19376,LWK,chr17,
NA19376,LWK,chr18,7
NA19376,LWK,chr19,2
NA19376,LWK,chr20,1
NA19376,LWK,chr21,5
NA19376,LWK,chr22,
NA19377,LWK,chr1,10
NA19377,LWK,chr2,1
NA19377,LWK,chr3,2
NA19377,LWK,chr4,18
NA19377,LWK,chr5,49
NA19377,LWK,chr6,2
NA19377,LWK,chr7,4
NA19377,LWK,chr8,
NA19377,LWK,chr9,1
NA19377,LWK,chr10,2
NA19377,LWK,chr11,1
NA19377,LWK,chr12,16
NA19377,LWK,chr13,
NA19377,LWK,chr14,
NA19377,LWK,chr15,3
NA19377,LWK,chr16,1
NA19377,LWK,chr17,1
NA19377,LWK,chr18,7
NA19377,LWK,chr19,3
NA19377,LWK,chr20,1
NA19377,LWK,chr21,6
NA19377,LWK,chr22,
NA19378,LWK,chr1,54
NA19378,LWK,chr2,13
NA19378,LWK,chr3,11
NA19378,LWK,chr4,56
NA19378,LWK,chr5,244
NA19378,LWK,chr6,8
NA19378,LWK,chr7,16
NA19378,LWK,chr8,5
NA19378,LWK,chr9,16
NA19378,LWK,chr10,11
NA19378,LWK,chr11,7
NA19378,LWK,chr12,92
NA19378,LWK,chr13,
NA19378,LWK,chr14,
NA19378,LWK,chr15,12
NA19378,LWK,chr16,1
NA19378,LWK,chr17,2
NA19378,LWK,chr18,16
NA19378,LWK,chr19,2
NA19378,LWK,chr20,8
NA19378,LWK,chr21,9
NA19378,LWK,chr22,
NA19379,LWK,chr1,29
NA19379,LWK,chr2,8
NA19379,LWK,chr3,2
NA19379,LWK,chr4,18
NA19379,LWK,chr5,58
NA19379,LWK,chr6,3
NA19379,LWK,chr7,6
NA19379,LWK,chr8,
NA19379,LWK,chr9,2
NA19379,LWK,chr10,1
NA19379,LWK,chr11,1
NA19379,LWK,chr12,13
NA19379,LWK,chr13,
NA19379,LWK,chr14,
NA19379,LWK,chr15,5
NA19379,LWK,chr16,
NA19379,LWK,chr17,1
NA19379,LWK,chr18,9
NA19379,LWK,chr19,
NA19379,LWK,chr20,2
NA19379,LWK,chr21,7
NA19379,LWK,chr22,
NA19380,LWK,chr1,35
NA19380,LWK,chr2,12
NA19380,LWK,chr3,4
NA19380,LWK,chr4,19
NA19380,LWK,chr5,64
NA19380,LWK,chr6,4
NA19380,LWK,chr7,14
NA19380,LWK,chr8,1
NA19380,LWK,chr9,4
NA19380,LWK,chr10,3
NA19380,LWK,chr11,2
NA19380,LWK,chr12,34
NA19380,LWK,chr13,1
NA19380,LWK,chr14,
NA19380,LWK,chr15,14
NA19380,LWK,chr16,2
NA19380,LWK,chr17,1
NA19380,LWK,chr18,14
NA19380,LWK,chr19,4
NA19380,LWK,chr20,3
NA19380,LWK,chr21,7
NA19380,LWK,chr22,
NA19383,LWK,chr1,34
NA19383,LWK,chr2,6
NA19383,LWK,chr3,4
NA19383,LWK,chr4,20
NA19383,LWK,chr5,88
NA19383,LWK,chr6,2
NA19383,LWK,chr7,8
NA19383,LWK,chr8,3
NA19383,LWK,chr9,1
NA19383,LWK,chr10,8
NA19383,LWK,chr11,4
NA19383,LWK,chr12,36
NA19383,LWK,chr13,
NA19383,LWK,chr14,
NA19383,LWK,chr15,7
NA19383,LWK,chr16,2
NA19383,LWK,chr17,2
NA19383,LWK,chr18,12
NA19383,LWK,chr19,1
NA19383,LWK,chr20,2
NA19383,LWK,chr21,7
NA19383,LWK,chr22,
NA19384,LWK,chr1,24
NA19384,LWK,chr2,2
NA19384,LWK,chr3,1
NA19384,LWK,chr4,8
NA19384,LWK,chr5,63
NA19384,LWK,chr6,2
NA19384,LWK,chr7,6
NA19384,LWK,chr8,
NA19384,LWK,chr9,2
NA19384,LWK,chr10,4
NA19384,LWK,chr11,2
NA19384,LWK,chr12,20
NA19384,LWK,chr13,
NA19384,LWK,chr14,
NA19384,LWK,chr15,8
NA19384,LWK,chr16,3
NA19384,LWK,chr17,
NA19384,LWK,chr18,2
NA19384,LWK,chr19,2
NA19384,LWK,chr20,1
NA19384,LWK,chr21,3
NA19384,LWK,chr22,
NA19385,LWK,chr1,26
NA19385,LWK,chr2,3
NA19385,LWK,chr3,4
NA19385,LWK,chr4,13
NA19385,LWK,chr5,44
NA19385,LWK,chr6,4
NA19385,LWK,chr7,4
NA19385,LWK,chr8,
NA19385,LWK,chr9,3
NA19385,LWK,chr10,4
NA19385,LWK,chr11,2
NA19385,LWK,chr12,17
NA19385,LWK,chr13,
NA19385,LWK,chr14,
NA19385,LWK,chr15,7
NA19385,LWK,chr16,1
NA19385,LWK,chr17,
NA19385,LWK,chr18,7
NA19385,LWK,chr19,2
NA19385,LWK,chr20,3
NA19385,LWK,chr21,2
NA19385,LWK,chr22,
NA19390,LWK,chr1,32
NA19390,LWK,chr2,3
NA19390,LWK,chr3,3
NA19390,LWK,chr4,24
NA19390,LWK,chr5,85
NA19390,LWK,chr6,1
NA19390,LWK,chr7,7
NA19390,LWK,chr8,2
NA19390,LWK,chr9,5
NA19390,LWK,chr10,2
NA19390,LWK,chr11,5
NA19390,LWK,chr12,37
NA19390,LWK,chr13,
NA19390,LWK,chr14,1
NA19390,LWK,chr15,9
NA19390,LWK,chr16,5
NA19390,LWK,chr17,1
NA19390,LWK,chr18,13
NA19390,LWK,chr19,4
NA19390,LWK,chr20,2
NA19390,LWK,chr21,5
NA19390,LWK,chr22,1
NA19391,LWK,chr1,17
NA19391,LWK,chr2,7
NA19391,LWK,chr3,5
NA19391,LWK,chr4,13
NA19391,LWK,chr5,49
NA19391,LWK,chr6,2
NA19391,LWK,chr7,6
NA19391,LWK,chr8,1
NA19391,LWK,chr9,3
NA19391,LWK,chr10,7
NA19391,LWK,chr11,1
NA19391,LWK,chr12,14
NA19391,LWK,chr13,
NA19391,LWK,chr14,
NA19391,LWK,chr15,6
NA19391,LWK,chr16,2
NA19391,LWK,chr17,2
NA19391,LWK,chr18,3
NA19391,LWK,chr19,3
NA19391,LWK,chr20,5
NA19391,LWK,chr21,1
NA19391,LWK,chr22,1
NA19393,LWK,chr1,17
NA19393,LWK,chr2,3
NA19393,LWK,chr3,1
NA19393,LWK,chr4,18
NA19393,LWK,chr5,49
NA19393,LWK,chr6,6
NA19393,LWK,chr7,4
NA19393,LWK,chr8,2
NA19393,LWK,chr9,2
NA19393,LWK,chr10,1
NA19393,LWK,chr11,
NA19393,LWK,chr12,18
NA19393,LWK,chr13,
NA19393,LWK,chr14,
NA19393,LWK,chr15,3
NA19393,LWK,chr16,
NA19393,LWK,chr17,
NA19393,LWK,chr18,3
NA19393,LWK,chr19,6
NA19393,LWK,chr20,2
NA19393,LWK,chr21,1
NA19393,LWK,chr22,
NA19394,LWK,chr1,34
NA19394,LWK,chr2,1
NA19394,LWK,chr3,2
NA19394,LWK,chr4,24
NA19394,LWK,chr5,69
NA19394,LWK,chr6,3
NA19394,LWK,chr7,9
NA19394,LWK,chr8,3
NA19394,LWK,chr9,3
NA19394,LWK,chr10,4
NA19394,LWK,chr11,1
NA19394,LWK,chr12,23
NA19394,LWK,chr13,
NA19394,LWK,chr14,
NA19394,LWK,chr15,7
NA19394,LWK,chr16,4
NA19394,LWK,chr17,1
NA19394,LWK,chr18,6
NA19394,LWK,chr19,7
NA19394,LWK,chr20,2
NA19394,LWK,chr21,3
NA19394,LWK,chr22,1
NA19395,LWK,chr1,26
NA19395,LWK,chr2,6
NA19395,LWK,chr3,2
NA19395,LWK,chr4,14
NA19395,LWK,chr5,51
NA19395,LWK,chr6,
NA19395,LWK,chr7,4
NA19395,LWK,chr8,
NA19395,LWK,chr9,5
NA19395,LWK,chr10,1
NA19395,LWK,chr11,
NA19395,LWK,chr12,22
NA19395,LWK,chr13,1
NA19395,LWK,chr14,
NA19395,LWK,chr15,1
NA19395,LWK,chr16,1
NA19395,LWK,chr17,2
NA19395,LWK,chr18,6
NA19395,LWK,chr19,2
NA19395,LWK,chr20,2
NA19395,LWK,chr21,4
NA19395,LWK,chr22,
NA19397,LWK,chr1,40
NA19397,LWK,chr2,2
NA19397,LWK,chr3,7
NA19397,LWK,chr4,22
NA19397,LWK,chr5,47
NA19397,LWK,chr6,
NA19397,LWK,chr7,11
NA19397,LWK,chr8,4
NA19397,LWK,chr9,3
NA19397,LWK,chr10,5
NA19397,LWK,chr11,4
NA19397,LWK,chr12,13
NA19397,LWK,chr13,
NA19397,LWK,chr14,
NA19397,LWK,chr15,11
NA19397,LWK,chr16,3
NA19397,LWK,chr17,
NA19397,LWK,chr18,6
NA19397,LWK,chr19,4
NA19397,LWK,chr20,1
NA19397,LWK,chr21,3
NA19397,LWK,chr22,
NA19399,LWK,chr1,17
NA19399,LWK,chr2,2
NA19399,LWK,chr3,3
NA19399,LWK,chr4,14
NA19399,LWK,chr5,56
NA19399,LWK,chr6,4
NA19399,LWK,chr7,8
NA19399,LWK,chr8,
NA19399,LWK,chr9,4
NA19399,LWK,chr10,4
NA19399,LWK,chr11,3
NA19399,LWK,chr12,15
NA19399,LWK,chr13,
NA19399,LWK,chr14,
NA19399,LWK,chr15,5
NA19399,LWK,chr16,1
NA19399,LWK,chr17,
NA19399,LWK,chr18,5
NA19399,LWK,chr19,1
NA19399,LWK,chr20,3
NA19399,LWK,chr21,8
NA19399,LWK,chr22,1
NA19401,LWK,chr1,34
NA19401,LWK,chr2,2
NA19401,LWK,chr3,5
NA19401,LWK,chr4,22
NA19401,LWK,chr5,43
NA19401,LWK,chr6,1
NA19401,LWK,chr7,9
NA19401,LWK,chr8,4
NA19401,LWK,chr9,4
NA19401,LWK,chr10,3
NA19401,LWK,chr11,2
NA19401,LWK,chr12,19
NA19401,LWK,chr13,
NA19401,LWK,chr14,
NA19401,LWK,chr15,5
NA19401,LWK,chr16,2
NA19401,LWK,chr17,1
NA19401,LWK,chr18,9
NA19401,LWK,chr19,3
NA19401,LWK,chr20,2
NA19401,LWK,chr21,5
NA19401,LWK,chr22,
NA19403,LWK,chr1,28
NA19403,LWK,chr2,8
NA19403,LWK,chr3,5
NA19403,LWK,chr4,32
NA19403,LWK,chr5,71
NA19403,LWK,chr6,1
NA19403,LWK,chr7,6
NA19403,LWK,chr8,
NA19403,LWK,chr9,3
NA19403,LWK,chr10,6
NA19403,LWK,chr11,2
NA19403,LWK,chr12,33
NA19403,LWK,chr13,
NA19403,LWK,chr14,
NA19403,LWK,chr15,8
NA19403,LWK,chr16,2
NA19403,LWK,chr17,
NA19403,LWK,chr18,2
NA19403,LWK,chr19,4
NA19403,LWK,chr20,3
NA19403,LWK,chr21,8
NA19403,LWK,chr22,
NA19404,LWK,chr1,31
NA19404,LWK,chr2,5
NA19404,LWK,chr3,3
NA19404,LWK,chr4,20
NA19404,LWK,chr5,57
NA19404,LWK,chr6,1
NA19404,LWK,chr7,7
NA19404,LWK,chr8,1
NA19404,LWK,chr9,3
NA19404,LWK,chr10,4
NA19404,LWK,chr11,3
NA19404,LWK,chr12,18
NA19404,LWK,chr13,
NA19404,LWK,chr14,
NA19404,LWK,chr15,7
NA19404,LWK,chr16,4
NA19404,LWK,chr17,
NA19404,LWK,chr18,4
NA19404,LWK,chr19,5
NA19404,LWK,chr20,3
NA19404,LWK,chr21,7
NA19404,LWK,chr22,
NA19428,LWK,chr1,24
NA19428,LWK,chr2,4
NA19428,LWK,chr3,2
NA19428,LWK,chr4,12
NA19428,LWK,chr5,48
NA19428,LWK,chr6,
NA19428,LWK,chr7,9
NA19428,LWK,chr8,1
NA19428,LWK,chr9,3
NA19428,LWK,chr10,
NA19428,LWK,chr11,5
NA19428,LWK,chr12,16
NA19428,LWK,chr13,
NA19428,LWK,chr14,
NA19428,LWK,chr15,1
NA19428,LWK,chr16,1
NA19428,LWK,chr17,
NA19428,LWK,chr18,8
NA19428,LWK,chr19,4
NA19428,LWK,chr20,1
NA19428,LWK,chr21,3
NA19428,LWK,chr22,
NA19429,LWK,chr1,149
NA19429,LWK,chr2,56
NA19429,LWK,chr3,40
NA19429,LWK,chr4,111
NA19429,LWK,chr5,1489
NA19429,LWK,chr6,17
NA19429,LWK,chr7,101
NA19429,LWK,chr8,14
NA19429,LWK,chr9,17
NA19429,LWK,chr10,26
NA19429,LWK,chr11,21
NA19429,LWK,chr12,470
NA19429,LWK,chr13,8
NA19429,LWK,chr14,11
NA19429,LWK,chr15,53
NA19429,LWK,chr16,22
NA19429,LWK,chr17,9
NA19429,LWK,chr18,46
NA19429,LWK,chr19,34
NA19429,LWK,chr20,13
NA19429,LWK,chr21,46
NA19429,LWK,chr22,2
NA19430,LWK,chr1,87
NA19430,LWK,chr2,33
NA19430,LWK,chr3,17
NA19430,LWK,chr4,64
NA19430,LWK,chr5,901
NA19430,LWK,chr6,16
NA19430,LWK,chr7,44
NA19430,LWK,chr8,20
NA19430,LWK,chr9,14
NA19430,LWK,chr10,18
NA19430,LWK,chr11,10
NA19430,LWK,chr12,274
NA19430,LWK,chr13,8
NA19430,LWK,chr14,10
NA19430,LWK,chr15,27
NA19430,LWK,chr16,11
NA19430,LWK,chr17,6
NA19430,LWK,chr18,26
NA19430,LWK,chr19,15
NA19430,LWK,chr20,11
NA19430,LWK,chr21,26
NA19430,LWK,chr22,2
NA19431,LWK,chr1,96
NA19431,LWK,chr2,31
NA19431,LWK,chr3,33
NA19431,LWK,chr4,48
NA19431,LWK,chr5,894
NA19431,LWK,chr6,10
NA19431,LWK,chr7,50
NA19431,LWK,chr8,4
NA19431,LWK,chr9,12
NA19431,LWK,chr10,12
NA19431,LWK,chr11,16
NA19431,LWK,chr12,261
NA19431,LWK,chr13,1
NA19431,LWK,chr14,2
NA19431,LWK,chr15,20
NA19431,LWK,chr16,8
NA19431,LWK,chr17,4
NA19431,LWK,chr18,34
NA19431,LWK,chr19,16
NA19431,LWK,chr20,7
NA19431,LWK,chr21,28
NA19431,LWK,chr22,5
NA19434,LWK,chr1,210
NA19434,LWK,chr2,77
NA19434,LWK,chr3,40
NA19434,LWK,chr4,116
NA19434,LWK,chr5,2600
NA19434,LWK,chr6,8
NA19434,LWK,chr7,119
NA19434,LWK,chr8,10
NA19434,LWK,chr9,10
NA19434,LWK,chr10,21
NA19434,LWK,chr11,14
NA19434,LWK,chr12,686
NA19434,LWK,chr13,7
NA19434,LWK,chr14,5
NA19434,LWK,chr15,48
NA19434,LWK,chr16,18
NA19434,LWK,chr17,10
NA19434,LWK,chr18,32
NA19434,LWK,chr19,57
NA19434,LWK,chr20,13
NA19434,LWK,chr21,100
NA19434,LWK,chr22,3
NA19435,LWK,chr1,66
NA19435,LWK,chr2,14
NA19435,LWK,chr3,16
NA19435,LWK,chr4,40
NA19435,LWK,chr5,498
NA19435,LWK,chr6,4
NA19435,LWK,chr7,29
NA19435,LWK,chr8,3
NA19435,LWK,chr9,8
NA19435,LWK,chr10,9
NA19435,LWK,chr11,3
NA19435,LWK,chr12,166
NA19435,LWK,chr13,
NA19435,LWK,chr14,
NA19435,LWK,chr15,16
NA19435,LWK,chr16,2
NA19435,LWK,chr17,3
NA19435,LWK,chr18,28
NA19435,LWK,chr19,8
NA19435,LWK,chr20,11
NA19435,LWK,chr21,20
NA19435,LWK,chr22,
NA19436,LWK,chr1,69
NA19436,LWK,chr2,16
NA19436,LWK,chr3,22
NA19436,LWK,chr4,31
NA19436,LWK,chr5,371
NA19436,LWK,chr6,2
NA19436,LWK,chr7,33
NA19436,LWK,chr8,3
NA19436,LWK,chr9,13
NA19436,LWK,chr10,7
NA19436,LWK,chr11,4
NA19436,LWK,chr12,150
NA19436,LWK,chr13,
NA19436,LWK,chr14,
NA19436,LWK,chr15,11
NA19436,LWK,chr16,4
NA19436,LWK,chr17,3
NA19436,LWK,chr18,57
NA19436,LWK,chr19,24
NA19436,LWK,chr20,4
NA19436,LWK,chr21,18
NA19436,LWK,chr22,
NA19438,LWK,chr1,363
NA19438,LWK,chr2,98
NA19438,LWK,chr3,122
NA19438,LWK,chr4,151
NA19438,LWK,chr5,3020
NA19438,LWK,chr6,12
NA19438,LWK,chr7,147
NA19438,LWK,chr8,18
NA19438,LWK,chr9,38
NA19438,LWK,chr10,16
NA19438,LWK,chr11,36
NA19438,LWK,chr12,1209
NA19438,LWK,chr13,5
NA19438,LWK,chr14,1
NA19438,LWK,chr15,72
NA19438,LWK,chr16,23
NA19438,LWK,chr17,31
NA19438,LWK,chr18,316
NA19438,LWK,chr19,49
NA19438,LWK,chr20,16
NA19438,LWK,chr21,64
NA19438,LWK,chr22,4
NA19439,LWK,chr1,180
NA19439,LWK,chr2,74
NA19439,LWK,chr3,19
NA19439,LWK,chr4,115
NA19439,LWK,chr5,2510
NA19439,LWK,chr6,10
NA19439,LWK,chr7,91
NA19439,LWK,chr8,
NA19439,LWK,chr9,20
NA19439,LWK,chr10,29
NA19439,LWK,chr11,5
NA19439,LWK,chr12,656
NA19439,LWK,chr13,
NA19439,LWK,chr14,3
NA19439,LWK,chr15,58
NA19439,LWK,chr16,9
NA19439,LWK,chr17,3
NA19439,LWK,chr18,45
NA19439,LWK,chr19,28
NA19439,LWK,chr20,14
NA19439,LWK,chr21,43
NA19439,LWK,chr22,2
NA19440,LWK,chr1,191
NA19440,LWK,chr2,62
NA19440,LWK,chr3,41
NA19440,LWK,chr4,143
NA19440,LWK,chr5,1421
NA19440,LWK,chr6,10
NA19440,LWK,chr7,148
NA19440,LWK,chr8,7
NA19440,LWK,chr9,9
NA19440,LWK,chr10,15
NA19440,LWK,chr11,28
NA19440,LWK,chr12,487
NA19440,LWK,chr13,3
NA19440,LWK,chr14,
NA19440,LWK,chr15,53
NA19440,LWK,chr16,12
NA19440,LWK,chr17,5
NA19440,LWK,chr18,50
NA19440,LWK,chr19,35
NA19440,LWK,chr20,12
NA19440,LWK,chr21,47
NA19440,LWK,chr22,4
NA19443,LWK,chr1,354
NA19443,LWK,chr2,74
NA19443,LWK,chr3,56
NA19443,LWK,chr4,226
NA19443,LWK,chr5,2511
NA19443,LWK,chr6,16
NA19443,LWK,chr7,173
NA19443,LWK,chr8,4
NA19443,LWK,chr9,25
NA19443,LWK,chr10,39
NA19443,LWK,chr11,18
NA19443,LWK,chr12,818
NA19443,LWK,chr13,
NA19443,LWK,chr14,
NA19443,LWK,chr15,82
NA19443,LWK,chr16,6
NA19443,LWK,chr17,18
NA19443,LWK,chr18,111
NA19443,LWK,chr19,68
NA19443,LWK,chr20,18
NA19443,LWK,chr21,77
NA19443,LWK,chr22,8
NA19445,LWK,chr1,190
NA19445,LWK,chr2,43
NA19445,LWK,chr3,25
NA19445,LWK,chr4,131
NA19445,LWK,chr5,1458
NA19445,LWK,chr6,7
NA19445,LWK,chr7,89
NA19445,LWK,chr8,6
NA19445,LWK,chr9,20
NA19445,LWK,chr10,33
NA19445,LWK,chr11,9
NA19445,LWK,chr12,475
NA19445,LWK,chr13,
NA19445,LWK,chr14,
NA19445,LWK,chr15,50
NA19445,LWK,chr16,9
NA19445,LWK,chr17,7
NA19445,LWK,chr18,54
NA19445,LWK,chr19,30
NA19445,LWK,chr20,14
NA19445,LWK,chr21,57
NA19445,LWK,chr22,4
NA19448,LWK,chr1,118
NA19448,LWK,chr2,29
NA19448,LWK,chr3,19
NA19448,LWK,chr4,60
NA19448,LWK,chr5,649
NA19448,LWK,chr6,3
NA19448,LWK,chr7,49
NA19448,LWK,chr8,4
NA19448,LWK,chr9,9
NA19448,LWK,chr10,15
